Date,Label,Speaker,Political Party,Subject,Photo
2017-01-05,Mostly False,Paul Ryan,Republican,Children;Families;Federal Budget;Government regulation;Health Care;Medicaid;Public Health,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/AP_WX201_HOUSE_2016_PRIMARI.jpg
2017-01-09,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-01-09,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-01-30,False,Mario Diaz-Balart,Republican,Immigration;Terrorism,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Diaz_Balart.jpg
2017-01-30,False,Mario Diaz-Balart,Republican,Immigration;Terrorism,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Diaz_Balart.jpg
2017-01-12,Mostly True,Don Willett,Republican,Corrections and Updates;Education;History,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/donwillett2016pft.jpg
2017-01-12,Mostly True,Don Willett,Republican,Corrections and Updates;Education;History,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/donwillett2016pft.jpg
2017-01-29,Mostly False,Donald Trump,Republican,Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-01-29,Mostly False,Donald Trump,Republican,Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-01-17,Mostly True,Deborah Glick,Democrat,Abortion,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Glick_Thumbnail.jpg
2017-01-28,Half True,Jerrold Nadler,Democrat,Homeland Security;Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Nadler.png
2017-01-27,False,Donald Trump,Republican,Foreign Policy;Immigration;Religion,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-01-17,Half True,Andrew Cuomo,Democrat,Education,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Cuomo_mug.jpg
2016-12-09,Mostly True,Duane Hall,Democrat,Children;Crime;Criminal Justice;State Budget;State Finances,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/DuaneHallPF.JPG
2017-01-18,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-01-18,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-01-12,Mostly True,Tammy Baldwin,Democrat,Agriculture;Food;Government regulation,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/PFACT_Tammy_Baldwin.jpg
2017-01-25,Mostly False,Donald Trump,Republican,Homeland Security;Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-01-25,Mostly False,Donald Trump,Republican,Homeland Security;Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-01-25,Pants on Fire,Whoopi  Goldberg,Talk show host,Candidate Biography,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/whoopi.jpg
2017-01-26,False,Donald Trump,Republican,Crime,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-01-24,Mostly True,Jerry Brown,Democrat,Climate Change,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/jerry-brown_3.jpg
2017-01-24,Mostly True,Jerry Brown,Democrat,Climate Change,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/jerry-brown_3.jpg
2017-01-24,Pants on Fire, Bloggers,None,Campaign Finance;Civil Rights;Women,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-01-24,False,Sean Spicer,Republican,Elections;Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/SPICER.jpg
2017-01-24,False,Sean Spicer,Republican,Elections;Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/SPICER.jpg
2017-01-23,Mostly False,Sean Spicer,Republican,Federal Budget;Government Efficiency;Jobs;Workers,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/SPICER.jpg
2017-01-21,Mostly True,Donald Trump,Republican,Crime,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-01-21,Mostly True,Donald Trump,Republican,Crime,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-01-24,True,Jerry Brown,Democrat,Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/jerry-brown_3.jpg
2017-01-18,Mostly True,Carlos Gimenez,Republican,Public Health,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/AP_FLMEH105_MIAMI_SPECIAL_E.JPG
2017-01-18,Mostly True,Carlos Gimenez,Republican,Public Health,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/AP_FLMEH105_MIAMI_SPECIAL_E.JPG
2017-01-20,Mostly True,George Takei,None,Civil Rights;Climate Change;Gays and Lesbians;Health Care;Technology,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/takei_hs.jpg
2017-01-20,Mostly True,George Takei,None,Civil Rights;Climate Change;Gays and Lesbians;Health Care;Technology,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/takei_hs.jpg
2017-01-21,False,Donald Trump,Republican,Foreign Policy,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-01-21,Half True,Ashley Judd,Democrat,Taxes;Women,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Screen_Shot_2017-01-22_at_2.40.42_PM.png
2017-01-21,Pants on Fire,Sean Spicer,Republican,Candidate Biography,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/SPICER.jpg
2017-01-10,True,Edward Cox,Republican,Jobs;Population,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Ed_Cox_Thumbnail.png
2017-01-20,Mostly True,Donald Trump,Republican,Military,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-01-20,Mostly False,Donald Trump,Republican,Economy;Trade;Wealth,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-01-17,True,Chad Mayes,Republican,Housing;Poverty,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Chad_Mayes_mug_2.jpg
2017-01-10,False,Peter Barca,Democrat,Families;Income;Jobs,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Peter_Barca_PFACT.jpg
2017-01-19,Mostly True,Roy Cooper,Democrat,Health Care;Medicaid;Poverty;State Finances;States;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/GovRoyCooperPF.JPG
2017-01-19,Mostly True,Roy Cooper,Democrat,Health Care;Medicaid;Poverty;State Finances;States;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/GovRoyCooperPF.JPG
2017-01-17,Mostly True,Bob Casey,Democrat,Education,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Bob_Casey_mug.jpg
2017-01-13,True,Jerry Brown,Democrat,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/jerry-brown_3.jpg
2017-01-17,Mostly False,The Other 98%,Democrat,Campaign Finance;Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/98percent.gif
2017-01-17,Mostly False,The Other 98%,Democrat,Campaign Finance;Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/98percent.gif
2017-01-17,False,Betsy DeVos,Republican,Animals;Children;Corrections and Updates;Education;Environment;Guns;Public Safety,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/betsy_devos_hs.jpg
2017-01-12,False,Paul Ryan,Republican,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/AP_WX201_HOUSE_2016_PRIMARI.jpg
2016-11-25,True,Mike Fortner,Republican,Automatic Voter Registration ,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Mike_Fortner_.jpg
2017-01-11,False,Rand Paul,Republican,Crime;Federal Budget;Foreign Policy,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Rand_Paul.jpg
2017-01-11,False,Rand Paul,Republican,Crime;Federal Budget;Foreign Policy,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Rand_Paul.jpg
2017-01-14,Pants on Fire,John Lewis,Democrat,Candidate Biography,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Lewis_John.jpg
2016-12-10,Half True,Sam Johnson,Republican,Social Security,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/samjohnson2004pft.jpg
2016-12-10,Half True,Sam Johnson,Republican,Social Security,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/samjohnson2004pft.jpg
2017-01-05,True,Tammy Baldwin,Democrat,Drugs;Government regulation;Health Care;Medicare,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/PFACT_Tammy_Baldwin.jpg
2017-01-14,Mostly False,Donald Trump,Republican,Crime;Economy,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-01-11,Half True,Sheri Dillon,None,Ethics;Supreme Court,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Screen_Shot_2017-01-13_at_3.34.23_PM.png
2017-01-11,Half True,Sheri Dillon,None,Ethics;Supreme Court,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Screen_Shot_2017-01-13_at_3.34.23_PM.png
2017-01-10,True,Scott Walker,Republican,Income;State Budget;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Scott_Walker_1_1.jpg
2017-01-10,True,Scott Walker,Republican,Income;State Budget;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Scott_Walker_1_1.jpg
2017-01-05,False,Keith Ellison,Democrat,Congressional Rules;Deficit;Federal Budget;Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/abc_keith_ellison_this_week_jt_130210_wblog.jpg
2017-01-11,Mostly False,Rex Tillerson,Republican,Energy;Foreign Policy,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/tillerson.jpg
2017-01-09,Mostly False,The Other 98%,Democrat,Foreign Policy,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/98percent.gif
2017-01-10,True,Robert Astorino,Republican,Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Astorino_thumbnail.png
2017-01-07,Half True,Nick Seymour,None,Federal Budget;Public Health,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Seymour.jpg
2017-01-11,Mostly True,Donald Trump,Republican,Foreign Policy;Technology,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-01-11,Mostly True,Donald Trump,Republican,Foreign Policy;Technology,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-01-08,False,Reince Priebus,Republican,Crime;Elections;Foreign Policy;Technology,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Reince_Priebus_Pfact_mug.jpg
2017-01-08,False,Reince Priebus,Republican,Crime;Elections;Foreign Policy;Technology,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Reince_Priebus_Pfact_mug.jpg
2017-01-10,Mostly True,Richard Durbin,Democrat,Homeland Security;Immigration,https://s3.amazonaws.com/static.politifact.com/mugs/Durbin.JPG
2017-01-10,Full Flop,Dawnna Dukes,Democrat,Candidate Biography;Corrections and Updates;Ethics,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/dukespicpft.jpg
2017-01-03,Mostly True,Charles Schumer,Democrat,Candidate Biography;Medicaid;Medicare;Social Security,https://s3.amazonaws.com/static.politifact.com/mugs/Schumer.JPG
2017-01-03,Mostly True,Charles Schumer,Democrat,Candidate Biography;Medicaid;Medicare;Social Security,https://s3.amazonaws.com/static.politifact.com/mugs/Schumer.JPG
2017-01-04,Pants on Fire, Bloggers,None,Elections;Fake news;Foreign Policy,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-01-09,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-01-04,Half True,Mike Pence,Republican,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/AP_VASH107_CAMPAIGN_2016_PE.jpg
2017-01-04,Half True,Mike Pence,Republican,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/AP_VASH107_CAMPAIGN_2016_PE.jpg
2017-01-08,Mostly True,Cory Booker,Democrat,Congress;Congressional Rules;Ethics,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/booker_cut.jpg
2017-01-05,Half True,Dan Patrick,Republican,Civil Rights;History,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/ColorPatrick80-01-08pft.jpg
2017-01-05,Half True,Dan Patrick,Republican,Civil Rights;History,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/ColorPatrick80-01-08pft.jpg
2017-01-05,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-01-04,False,Jesse Watters,Talk show host,Homeland Security;Technology,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/jesse_waters_hs.jpg
2017-01-04,False,Jesse Watters,Talk show host,Homeland Security;Technology,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/jesse_waters_hs.jpg
2016-11-25,False, Bloggers,None,Children;Fake news;Health Care,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2016-12-14,False,Nicholas Langworthy,Republican,Elections,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Langworthy_thumbnail.png
2016-12-14,False,Nicholas Langworthy,Republican,Elections,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Langworthy_thumbnail.png
2017-01-03,True,Andrew Cuomo,Democrat,Debt;Education,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Cuomo_mug.jpg
2017-01-03,True,Andrew Cuomo,Democrat,Debt;Education,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Cuomo_mug.jpg
2016-12-21,Pants on Fire, USA Snich,None,Fake news,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/USA_Snich_logo.jpg
2017-01-04,True,Donald Trump,Republican,Pop Culture,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2016-12-19,Pants on Fire, TheNewYorkEvening.com,None,Fake news,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-mugs-mug-independentgroup__________________3.jpg
2016-12-19,Half True, Lumos,Organization,Children,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/logo.png
2017-01-03,Mostly True,Donald Trump,Republican,Economy;Trade,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-01-03,Mostly True,Donald Trump,Republican,Economy;Trade,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2016-12-19,Pants on Fire, UniversePolitics.com,None,Fake news,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/universepolitics.jpg
2016-12-20,Pants on Fire, BuzzFeedUSA.com,None,Fake news,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-mugs-mug-independentgroup____________________.jpg
2016-12-16,Mostly True,Mark Pocan,Democrat,Corporations;Debt;Income;Wealth,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Mark_Pocan.jpg
2016-12-13,False,Chris Collins,Republican,Ethics;Government regulation,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Chris_Collins_Thumbnail.jpg
2016-11-15,Half True,Rahm Emanuel,Democrat,Education,https://s3.amazonaws.com/static.politifact.com/mugs/mug-rahmemanuel.jpg
2016-12-22,True,Jeff Brandes,Republican,Technology,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Jeff_Brandes_Head_Shot.jpg
2016-12-23,Pants on Fire, NewsExaminer.net,None,Candidate Biography;Fake news,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-mugs-mug-independentgroup____________________.jpg
2016-12-15,Mostly True,Jim Kenney,Democrat,Crime,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/kenney80.jpg
2016-12-14,Mostly True,Jackie Speier,Democrat,Children;Crime;Guns,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/jackie-speier
2016-12-14,Mostly True,Jackie Speier,Democrat,Children;Crime;Guns,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/jackie-speier
2016-12-15,Pants on Fire,Larry Pratt,None,Guns,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/pratt.jpg
2016-12-16,Pants on Fire, Today News 24,None,Elections,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Screen_Shot_2016-12-23_at_11.36.49_AM.png
2016-11-10,Pants on Fire,Paul Ryan,Republican,Bankruptcy;Federal Budget;Health Care;Medicare,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/AP_WX201_HOUSE_2016_PRIMARI.jpg
2016-11-10,Pants on Fire,Paul Ryan,Republican,Bankruptcy;Federal Budget;Health Care;Medicare,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/AP_WX201_HOUSE_2016_PRIMARI.jpg
2016-10-14,Mostly False,Michael Long,Republican,Economy;Jobs,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Mike_Long_Thumbnail.jpg
2016-12-13,False,Greg Abbott,Republican,Congress;Corrections and Updates;Guns,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/abbottmugnew16pft.jpg
2016-12-11,False, USA Snich,None,Elections;Fake news;Legal Issues,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/USA_Snich_logo.jpg
2016-12-11,False, USA Snich,None,Elections;Fake news;Legal Issues,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/USA_Snich_logo.jpg
2016-12-03,Pants on Fire, Politicono.com,None,Fake news,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-mugs-mug-independentgroup__________________3.jpg
2016-12-12,Half True,Bernie Sanders,Independent,Economy;Retirement;Workers,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Bernie_Sanders.jpg
2016-12-12,Half True,Bernie Sanders,Independent,Economy;Retirement;Workers,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Bernie_Sanders.jpg
2016-11-28,Pants on Fire,"Ron Castorina, Jr.",Republican,Immigration;Terrorism,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Castorina_thumbnail.jpg
2016-10-15,Pants on Fire, Bloggers,None,Public Health,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2016-10-15,Pants on Fire, Bloggers,None,Public Health,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2016-05-16,False, ThatViralFeed.net,None,Fake news,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/viralfeed.jpg
